order_id,order_date,customer_id,basket_items,basket_categories,association_groups,total_distinct_products,total_units,net_amount_jd,season_event
O202601224,2026-04-26,C0134,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Mr. Brown Chocolate Flavor Iced Coffee, 240ml | Kinder Joy Chocolate Egg for Boys Assorted, 20g",Chips | Specialty Drinks | Chocolate,Chips | Soft Drinks | Chocolate,3,5,3.73,Normal
O202601225,2026-04-26,C0083,"Bifa Keks Roll Cake with Cocoa Cream, 50g",Cakes and Rolls,Bakery,1,1,0.25,Normal
O202601226,2026-04-26,C0113,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1,1.27,Normal
O202601227,2026-04-26,C0108,"Galaxy Jewels Assorted Chocolate Box, 650g | Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Galaxy Minstrels Chocolate, 42g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,6,19.77,Normal
O202601228,2026-04-26,C0118,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Almarai Cheddar Cheese Slices, 200g | Burger | Maxim's Sliced Tuna With Garlic And Black Pepper 120 g | Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Burger Buns | Cheese | frozen food | Canned Seafood | Chocolate,Burger Buns | Cheese | Burger | Sauce | Soft Drinks,5,7,9.44,Normal
O202601229,2026-04-26,C0077,"Maxims Sweet Corn, 340g | Aroma Garden Biryani Spices, 100g",Canned Vegetables | Cooking & Baking,Fruit And Veg | Spices & Seasonings,2,4,6.59,Normal
O202601230,2026-04-26,C0123,"NewLand American Black Beans 432 g | Al-Ghazal Pasta Bucatini 1, 300g",Canned Vegetables | pasta,Canned Vegetables | Pasta,2,2,1.94,Normal
O202601231,2026-04-26,C0059,"Pascual Vive Soy High Calcium Oat Drink, 1L | Americana Marble Pound Cake, 300g",Milk Alternatives | Cakes and Rolls,Dairy | Bakery,2,2,5.24,Normal
O202601232,2026-04-26,C0130,SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations,Eid al-Adha,Bakery,1,1,0.75,Normal
O202601233,2026-04-27,C0009,"Frozen fries | Pasta Zara Conchiglie No.54, 500g | Exeter Canned Corned Beef, 340g | L'usine Cupcakes Filled with Chocolate Cream, 18x30g | Kikkoman Soy Sauce, 591ml",frozen food | pasta | Canned Meat | Cakes and Rolls | Cooking & Baking,Frozen fries | Pasta | Canned Vegetables | Bakery | Sauce,5,5,12.01,Normal
O202601234,2026-04-27,C0060,Frozen pizza,frozen food,Frozen pizza,1,2,6.96,Normal
O202601235,2026-04-27,C0049,Frozen pizza,frozen food,Frozen pizza,1,2,4.98,Normal
O202601236,2026-04-27,C0030,"Barilla Rigatoni 500 g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Albayrouty Mushroom Slices 400 g | Almarai Cream Cheese, 6 Portion, 108g | NewLand Mayonnaise Garlic Flavor 300ml | Kinza Lemon Carbonated Drink, 1L",pasta | Burger Buns | Canned Vegetables | cheese | Cooking & Baking | Soft Drinks,Pasta | Burger Buns | Canned Vegetables | Cheese | Sauce | Soft Drinks,6,13,13.42,Normal
O202601237,2026-04-27,C0010,"Doritos Sweet Chili Pepper Tortilla Chips, 120g",Chips,Chips,1,1,0.97,Normal
O202601238,2026-04-27,C0119,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g | Mr.Chips Chilli Potato Chips, 68g | Crush Orange Soft Drink Pet Bottle, 1L",Chocolate | Chips | Soft Drinks,Chocolate | Chips | Soft Drinks,3,4,1.86,Normal
O202601239,2026-04-27,C0082,"Maxim's Smoked Tuna Oil 185 g | Kasih Vegetable Oil Cooking Spray, 141g | Tiger Rice 3.5 kg | Blue Mill Paprika 200 g",Canned Seafood | oil | rice | Cooking & Baking,Oil | Fruit And Veg | Rice | Spices & Seasonings,4,4,12.75,Normal
O202601240,2026-04-27,C0027,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Frozen fries | Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Cakes and Rolls | frozen food | Chocolate,Sauce | Frozen fries | Soft Drinks,3,4,3.95,Normal
O202601241,2026-04-27,C0048,"Al Sayad Tuna In Vegetable Oil, 160g | Frozen pizza | Benina Garlic Chili Sauce, 280g | KDD Long Life Apple Juice, 1L | Lay's Tomato Ketchup Potato Chips, 110g",Canned Seafood | frozen food | Cooking & Baking | Juices | Chips,Fruit And Veg | Frozen pizza | Spices & Seasonings | Juices | Sauce,5,6,8.43,Normal
O202601242,2026-04-27,C0040,"Kinder Joy Chocolate Egg for Boys Assorted, 20g | Frozen fries | Mr.Chips Paprika Potato Chips, 68g | G Cherry Pop Sugar Free Flavored Soda, 300ml",Chocolate | frozen food | Chips | Soft Drinks,Chocolate | Frozen fries | Chips | Soft Drinks,4,4,3.7,Normal
O202601243,2026-04-27,C0007,"Eti Aditco Chocolate Cake, 36g | Alyoum Burger Buns, 6 Pieces | Mr.Chips Cheese Potato Chips, 68g | Burger | Ard Jdadna Powder Garlic, 200g | Spuds Tomato Bruschetta Craft Cooked Chips, 65g | G Mixed Berry Fusion Flavored Soda, 300ml",Cakes and Rolls | Burger Buns | Chips | frozen food | Cooking & Baking | Chips | Soft Drinks,Chocolate | Burger Buns | Cheese | Burger | Sauce | Chips | Soft Drinks,7,11,11.04,Normal
O202601244,2026-04-27,C0045,"Benina Garlic Chili Sauce, 280g | Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g | Choco Lake Choco Biscuits 650G | Alyoum Burger Buns, 6 Pieces",Cooking & Baking | Chips | Chocolate | Burger Buns,Sauce | Cheese | Soft Drinks | Burger,4,4,5.29,Normal
O202601245,2026-04-28,C0026,"Barni Chocolate Cake, 30g | Americana Orange Pound Cake, 300g",Cakes and Rolls | Cakes and Rolls,Chocolate | Bakery,2,4,5.92,Normal
O202601246,2026-04-28,C0017,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Dairy,1,1,0.58,Normal
O202601247,2026-04-28,C0136,"Galaxy Crispy Chocolate Bar,Â 30g | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Al Rabie Orange Juice, 1L | Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g | Molto XL Croissant Chocolate With Hazelnut, 42.5g",Chocolate | Chips | Juices | Chips | Cakes and Rolls,Chocolate | Frozen pizza | Juices | Chips | Soft Drinks,5,7,4.87,Normal
O202601248,2026-04-28,C0075,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Pringles Sour Cream & Onion Chips Can, 165g",Chocolate | Chips,Chocolate | Chips,2,4,5.7,Normal
O202601249,2026-04-28,C0119,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Normal
O202601250,2026-04-28,C0007,"Benina Garlic Chili Sauce, 280g | NewLand Special Sauce For Burgers & Fries, 300g | Pascual Vive Soy High Calcium Soy Drink, 1L | Ozmo Milk Chocolate Egg Shapes, 20g",Cooking & Baking | Cooking & Baking | Milk Alternatives | Chocolate,Sauce | Frozen fries | Eggs | Soft Drinks,4,5,11.24,Normal
O202601251,2026-04-28,C0020,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g | Doritos Nacho Cheese Tortilla Chips, 120g | Alyoum Burger Buns, 6 Pieces",Cakes and Rolls | Chips | Burger Buns,Sauce | Cheese | Burger Buns,3,4,2.35,Normal
O202601252,2026-04-29,C0001,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate,Soft Drinks,1,2,1.2,Normal
O202601253,2026-04-29,C0099,"Almarai Greek Style Full Fat Strawberry Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Normal
O202601254,2026-04-29,C0104,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g | Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate | Chocolate,Chocolate | Dairy,2,2,2.55,Normal
O202601255,2026-04-29,C0032,"Pringles Sour Cream & Onion Chips Can, 165g | Galaxy Minstrels Chocolate, 42g | Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,6,14.95,Normal
O202601256,2026-04-29,C0027,"Spuds Sweet & Chilli Salsa Craft Cooked Chips, 65g | Eti Aditco Chocolate Cake, 36g",Chips | Cakes and Rolls,Chips | Bakery,2,3,1.53,Normal
O202601257,2026-04-29,C0038,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Frozen fries,1,1,2,Normal
O202601258,2026-04-29,C0015,"Galaxy Minstrels Chocolate, 42g | Alyoum Burger Buns, 6 Pieces | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | NewLand Special Sauce For Burgers & Fries, 300g | NewLand Mayonnaise Garlic Flavor 300ml | Smart Chips Crunchy Rings Pizza Flavor, 80g | Galaxy Jewels Assorted Chocolate Box, 650g",Chocolate | Burger Buns | Chips | Cooking & Baking | Cooking & Baking | Chips | Chocolate,Chocolate | Burger Buns | Cheese | Burger | Sauce | Chips | Soft Drinks,7,10,43.26,Normal
O202601259,2026-04-29,C0135,"KDD Thick Cream, 4x125ml | Pasta Zara Conchiglie No.54, 500g",cream | pasta,Dairy | Pasta,2,2,3.03,Normal
O202601260,2026-04-29,C0056,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,1,0.35,Normal
O202601261,2026-04-30,C0085,"Nadec Milk Chocolate Milk, 6x125ml | Bifa Keks Roll Cake with Cocoa Cream, 50g",Long Life Milk | Cakes and Rolls,Dairy | Bakery,2,4,4.3,Normal
O202601262,2026-04-30,C0046,"Mr.Chips Salt & Vinegar Potato Chips, 68g | Nadec Milk Chocolate Milk, 6x125ml | Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Chips | Long Life Milk | Cakes and Rolls,Chips | Soft Drinks | Chocolate,3,5,4.75,Normal
O202601263,2026-04-30,C0016,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g | Mr.Chips Paprika Snack Mix, 78g | Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,3,3.35,Normal
O202601264,2026-04-30,C0045,"NewLand Mayonnaise Garlic Flavor 300ml | Mr.Chips Waves Smoky Bbq Chips, 50g | Smart Chips Crunchy Rings Pizza Flavor, 80g",Cooking & Baking | Chips | Chips,Sauce | Chips | Frozen pizza,3,4,4.87,Normal
O202601265,2026-04-30,C0135,"Barni Chocolate Cake, 30g | Spuds Sweet & Chilli Salsa Craft Cooked Chips, 65g | Foster Clark's Bicarbonate of Soda, 150g",Cakes and Rolls | Chips | Cooking & Baking,Chocolate | Chips | Soft Drinks,3,6,4.75,Normal
O202601266,2026-04-30,C0064,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Normal
O202601267,2026-04-30,C0049,"Americana Chocolate Pound Cake, 300g | Choco Lake Choco Biscuits 650G",Cakes and Rolls | Chocolate,Chocolate | Soft Drinks,2,2,4.9,Normal
O202601268,2026-04-30,C0094,"Free Field Farms White Eggs, 15 Pieces | Lay's French Cheese Potato Chips, 110g | Galaxy Hazelnut Chocolate Bar, 30g | Alyoum Burger Buns, 6 Pieces",eggs | Chips | Chocolate | Burger Buns,Eggs | Cheese | Soft Drinks | Burger,4,7,19.32,Normal
O202601269,2026-04-30,C0041,"Mr.Chips Cheese Potato Chips, 68g",Chips,Chips,1,2,1.2,Normal
O202601270,2026-04-30,C0003,"Kraft Original Cheddar Cheese Slices, 200g | Alyoum Burger Buns, 6 Pieces | TT Peach ice Tea, 330ml | Burger",Cheese | Burger Buns | Soft Drinks | frozen food,Cheese | Burger Buns | Soft Drinks | Burger,4,7,11.25,Normal
O202601271,2026-05-01,C0013,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Fruit And Veg,1,2,2.1,Normal
O202601272,2026-05-01,C0060,"Spuds Sweet & Chilli Salsa Craft Cooked Chips, 65g | Baladna Coffee with Milk Low Fat Cow Milk, 250ml | Jordina Joy Orange, 1L",Chips | Specialty Drinks | Soft Drinks,Chips | Dairy | Soft Drinks,3,5,3.25,Normal
O202601273,2026-05-01,C0112,"Molto XL Croissant Chocolate With Hazelnut, 42.5g | SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations",Cakes and Rolls | Eid al-Adha,Chocolate | Bakery,2,2,1,Normal
O202601274,2026-05-01,C0023,"Galaxy Jewels Assorted Chocolate Box, 650g | Almarai Unsalted Natural Butter, 200g",Chocolate | butter,Chocolate | Dairy,2,2,19.35,Normal
O202601275,2026-05-01,C0135,"Barni Chocolate Cake, 30g",Cakes and Rolls,Soft Drinks,1,1,0.4,Normal
O202601276,2026-05-01,C0041,"NewLand Crushed Italian Tomatoes, 400g | Pasta Zara Conchiglie No.54, 500g | Reef Diet Flax Seeds Bread, 250g",Canned Vegetables | pasta | Flatbread,Canned Vegetables | Pasta | Bakery,3,3,3.48,Normal
O202601277,2026-05-01,C0076,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Smart Chips Crunchy Rings Pizza Flavor, 80g | Mr.Chips Cheese Pop Corn, 58g | NewLand Special Sauce For Burgers & Fries, 300g | NewLand Tomato Ketchup 567 g",Burger Buns | Chips | Chips | Cooking & Baking | Cooking & Baking,Burger Buns | Frozen pizza | Cheese | Burger | Sauce,5,8,12.01,Normal
O202601278,2026-05-01,C0127,"American Garden Blueberry Topping & Filling, No Artificial Colors or Flavors, 595g",Canned Fruit,Fruit And Veg,1,1,4.9,Normal
O202601279,2026-05-02,C0123,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g | Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Cakes and Rolls | Chips,Chocolate | Chips,2,2,2,Normal
O202601280,2026-05-02,C0073,"Galaxy Caramel Chocolate Bar, 34g",Chocolate,Chocolate,1,2,1.54,Normal
O202601281,2026-05-02,C0092,"Almarai Greek Style Mango Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Normal
O202601282,2026-05-02,C0090,"Pringles Salt & Vinegar Chips Can, 165g | Al Safi UHT Full Fat Milk, 4x1L | Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chips | Long Life Milk | Chocolate,Chips | Dairy | Soft Drinks,3,3,6.35,Normal
O202601283,2026-05-02,C0010,"Jordina Joy Orange, 1L",Soft Drinks,Soft Drinks,1,2,1.2,Normal
O202601284,2026-05-02,C0119,"Hala Cheezers Twist Chips, 30g | Galaxy Minstrels Chocolate, 42g",Chips | Chocolate,Chips | Chocolate,2,3,2.28,Normal
O202601285,2026-05-02,C0058,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,1,0.49,Normal
O202601286,2026-05-02,C0050,"Lay's French Cheese Potato Chips, 110g | Ozmo Milk Chocolate Egg Shapes, 20g | Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g | Barni Chocolate Cake, 30g",Chips | Chocolate | Chocolate | Cakes and Rolls,Chips | Soft Drinks | Chocolate | Bakery,4,6,5.43,Normal
O202601287,2026-05-02,C0120,"Mythic Sensation Mini Milk Chocolate 30 g | Mr.Chips Waves Smoky Bbq Chips, 50g | Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,4,5.7,Normal
O202601288,2026-05-02,C0072,"Pascual Vive Soy High Calcium Soy Drink, 1L",Milk Alternatives,Dairy,1,1,3.5,Normal
O202601289,2026-05-02,C0073,"Benina Garlic Chili Sauce, 280g | Frozen pizza | Frozen fries | KDD Long Life Apple Juice, 1L",Cooking & Baking | frozen food | frozen food | Juices,Sauce | Frozen pizza | Frozen fries | Juices,4,6,10.97,Normal
O202601290,2026-05-02,C0037,"NewLand Tomato Ketchup 567 g | Barni Chocolate Cake, 30g | Frozen fries | Crush Orange Soft Drink Pet Bottle, 1L",Cooking & Baking | Cakes and Rolls | frozen food | Soft Drinks,Sauce | Chocolate | Frozen fries | Soft Drinks,4,6,10.91,Normal
O202601291,2026-05-02,C0025,"Barakah Al Sanabel Chiffari Lisci, 450g | Afia Pure Corn Oil, 1.5L | Frozen pizza | Jordina Joy Orange, 1L | NewLand Dynamite Sauce, 300ml | Alyoum Yoghurt, 1kg",pasta | oil | frozen food | Soft Drinks | Cooking & Baking | youghurt,Pasta | Canned Vegetables | Frozen pizza | Juices | Sauce | Dairy,6,11,15.17,Normal
O202601292,2026-05-03,C0116,"Mr.Chips Cheese Potato Chips, 68g | Alyoum Burger Buns, 6 Pieces | Kinza Zero Sugar Lemon Soft Drink Can, 250ml | Burger",Chips | Burger Buns | Soft Drinks | frozen food,Cheese | Burger Buns | Soft Drinks | Burger,4,6,12.25,Normal
O202601293,2026-05-03,C0051,"Ard Jdadna Powder Garlic, 200g | Frozen fries | Mr. Brown Chocolate Flavor Iced Coffee, 240ml",Cooking & Baking | frozen food | Specialty Drinks,Sauce | Frozen fries | Soft Drinks,3,3,5.65,Normal
O202601294,2026-05-03,C0136,"Kinder Joy Chocolate Egg for Boys Assorted, 20g | Mr.Chips Chilli Potato Chips, 68g | Galaxy Minstrels Chocolate, 42g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,4,3.48,Normal
O202601295,2026-05-03,C0037,"Blue Mill Garlic Powder 200 g | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Mr.Chips Waves Grilled Burger Chips, 50g",Cooking & Baking | Burger Buns | Chips,Sauce | Burger Buns | Burger,3,4,4.64,Normal
O202601296,2026-05-03,C0117,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g | Barilla Rigatoni 500 g | Maxims Sweet Corn 180 g 3 pcs get 1 pc Free | Mr.Chips Waves Grilled Burger Chips, 50g | Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate | pasta | Canned Fruit | Chips | Chocolate,Chocolate | Pasta | Canned Vegetables | Chips | Soft Drinks,5,5,13.06,Normal
O202601297,2026-05-03,C0020,Frozen fries,frozen food,Frozen fries,1,1,1.85,Normal
O202601298,2026-05-03,C0042,"Spuds Prime Ribs Craft Cooked Chips, 65g | Galaxy Hazelnut Chocolate Bar, 30g | Galaxy Crispy Chocolate Bar,Â 30g",Chips | Chocolate | Chocolate,Chips | Chocolate | Soft Drinks,3,6,4.6,Normal
O202601299,2026-05-03,C0057,"Kikkoman Soy Sauce, 591ml | Frozen pizza | Al Rabie Orange Juice, 1L",Cooking & Baking | frozen food | Juices,Sauce | Frozen pizza | Juices,3,4,10.24,Normal
O202601300,2026-05-03,C0131,"Al Sayad Tuna In Vegetable Oil, 160g | Maxims Sweet Corn, 340g | Abu Kass Basmati Rice, 4kg | Blue Mill Paprika 200 g",Canned Seafood | Canned Vegetables | rice | Cooking & Baking,Oil | Fruit And Veg | Rice | Spices & Seasonings,4,4,11.63,Normal
O202601301,2026-05-03,C0042,"Almarai Mixed Fruit Juice, 1.4L | Blue Mill Garlic Powder 200 g",Juices | Cooking & Baking,Fruit And Veg | Spices & Seasonings,2,2,4.89,Normal
O202601302,2026-05-03,C0117,"Galaxy Minstrels Chocolate, 42g | Mr.Chips Cheese Potato Chips, 68g | Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,3,2.69,Normal
O202601303,2026-05-03,C0109,"Albayrouty Mushroom Slices 400 g | Abu Kass Basmati Rice, 4kg | Blue Mill Garlic Powder 200 g",Canned Vegetables | rice | Cooking & Baking,Fruit And Veg | Rice | Spices & Seasonings,3,5,20.41,Normal
O202601304,2026-05-04,C0043,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Bakery,1,2,1.1,Normal
O202601305,2026-05-04,C0107,"Milka Choco Wafer, (5 Pieces), 150g | NewLand Special Sauce For Burgers & Fries, 300g | Galaxy Crispy Chocolate Bar,Â 30g",Chocolate | Cooking & Baking | Chocolate,Chocolate | Frozen fries | Soft Drinks,3,4,5.85,Normal
O202601306,2026-05-04,C0011,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g | Eti Pop Kek Cocoa Cake, 200g",Chocolate | Cakes and Rolls,Soft Drinks | Bakery,2,3,4.5,Normal
O202601307,2026-05-04,C0146,"NewLand American Black Beans 432 g | Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g | Cool Gear Water Bottle - Pink, 650ml",Canned Vegetables | Chips | back to school,Fruit And Veg | Frozen pizza | Water,3,5,12.95,Normal
O202601308,2026-05-04,C0001,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g | Mr.Chips Paprika Potato Chips, 68g | G Mixed Berry Fusion Flavored Soda, 300ml",Chocolate | Chips | Soft Drinks,Chocolate | Chips | Soft Drinks,3,3,2.15,Normal
O202601309,2026-05-04,C0050,"Al-Ghazal Pasta Bucatini 1, 300g | Frozen pizza | Pascual Vive Soy High Calcium Oat Drink, 1L | KDD Long Life Apple Juice, 1L | Lay's Tomato Ketchup Potato Chips, 110g",pasta | frozen food | Milk Alternatives | Juices | Chips,Pasta | Frozen pizza | Eggs | Juices | Sauce,5,6,11.24,Normal
O202601310,2026-05-04,C0002,"Pringles Sour Cream & Onion Chips Can, 165g | Galaxy Crispy Chocolate Bar,Â 30g | Galaxy Hazelnut Chocolate Bar, 30g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,5,4.78,Normal
O202601311,2026-05-04,C0095,NewLand Tomato Ketchup 567 g | Frozen fries | Koita Organic Chocolate Milk Uht 200 ml,Cooking & Baking | frozen food | Long Life Milk,Sauce | Frozen fries | Soft Drinks,3,6,10.59,Normal
O202601312,2026-05-05,C0124,"Smart Chips Ketchup Flavor Stix, 75g | Frozen fries | Galaxy Caramel Chocolate Bar, 34g",Chips | frozen food | Chocolate,Sauce | Frozen fries | Soft Drinks,3,4,4.67,Normal
O202601313,2026-05-05,C0131,"Albayrouty Sweet Corn 340 g | Cool Gear Water Bottle - Pink, 650ml",Canned Vegetables | back to school,Fruit And Veg | Water,2,2,4.8,Normal
O202601314,2026-05-05,C0087,"Lay's French Cheese Potato Chips, 110g | Almarai Uht Full Fat Milk with Vitamins, 4x1L",Chips | milk,Chips | Eggs,2,3,8.54,Normal
O202601315,2026-05-05,C0046,"Alinor Organic Plant Based Almond Barista Drink, 1L",Milk Alternatives,Dairy,1,2,7,Normal
O202601316,2026-05-05,C0140,"NewLand Mayonnaise Garlic Flavor 300ml | Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g | Frozen fries",Cooking & Baking | Chocolate | frozen food,Sauce | Chocolate | Frozen fries,3,3,4.11,Normal
O202601317,2026-05-05,C0144,"Eti Pop Kek Cocoa Cake, 200g",Cakes and Rolls,Bakery,1,1,1.95,Normal
O202601318,2026-05-06,C0061,"Five Cows Thick Cream, 4x125ml",cream,Dairy,1,1,1.75,Normal
O202601319,2026-05-06,C0029,Albayrouty Sweet Corn 340 g,Canned Vegetables,Fruit And Veg,1,1,1.05,Normal
O202601320,2026-05-06,C0083,"Kinder Joy Chocolate Egg for Boys Assorted, 20g | L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g",Chocolate | Cakes and Rolls,Eggs | Bakery,2,4,3.9,Normal
O202601321,2026-05-06,C0090,"Galaxy Caramel Chocolate Bar, 34g | Mr.Chips Chilli Potato Chips, 68g | Crush Cola Soft Drink Pet Bottle, 1L",Chocolate | Chips | Soft Drinks,Chocolate | Chips | Soft Drinks,3,5,2.9,Normal
O202601322,2026-05-06,C0038,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Dairy,1,1,0.55,Normal
O202601323,2026-05-06,C0117,"Maxims Sweet Corn, 340g",Canned Vegetables,Fruit And Veg,1,1,1.5,Normal
O202601324,2026-05-06,C0011,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Bakery,1,1,0.25,Normal
O202601325,2026-05-06,C0005,"Frozen fries | Alyoum Burger Buns with Sesame Seeds, 6 Pieces | Nadec Burger Cheese (10 Slices), 200g | Alyoum Burger Buns, 6 Pieces | Pascual Vive Soy High Calcium Soy Drink, 1L | NewLand Dynamite Sauce, 300ml | Ozmo Milk Chocolate Egg Shapes, 20g",frozen food | Burger Buns | Cheese | Burger Buns | Milk Alternatives | Cooking & Baking | Chocolate,Frozen fries | Burger Buns | Cheese | Burger | Eggs | Sauce | Soft Drinks,7,11,16.9,Normal
O202601326,2026-05-06,C0044,"Mr. Brown Chocolate Flavor Iced Coffee, 240ml",Specialty Drinks,Soft Drinks,1,4,3.8,Normal
